artist,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Tove Lo,shivering gold,1GXUd5gJuydAdM0dlQrwbX,0.606,0.469,5,-6.173,0,0.0576,0.349,0.0,0.118,0.198,96.995,215597,4,jojo
BENEE,Supalonely (feat. Gus Dapperton),3GZoWLVbmxcBys6g0DLFLf,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,223488,4,jojo
Sweet Little Band,Supercut,3paiJuTRVivZxBnlXkOHF1,0.788,0.156,0,-20.671,1,0.0496,0.896,0.88,0.107,0.366,124.969,201000,4,jojo
Kanye West,Breathe In Breathe Out,4KFY4EEv9CN6ivrzD6vEvg,0.636,0.7,1,-3.099,0,0.421,0.341,0.0,0.161,0.924,88.817,246933,4,jojo
Daniel Koestner,Raccoon House Music,0EPLyDc6Ar31QKZZtgEBxZ,0.801,0.266,6,-18.195,0,0.0607,0.469,0.912,0.102,0.609,111.98,120441,4,jojo
Kanye West,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,0.397,0.69,2,-4.108,0,0.195,0.395,0.0,0.101,0.36,172.073,359800,4,jojo
Maude Latour,Furniture,5hwCVRrBvFOkH3oK0LB7Fc,0.72,0.827,0,-2.873,0,0.0471,0.04,5.86e-05,0.255,0.781,130.004,156462,4,jojo
RXKNephew,Slither Conspiracy,1wq1MOQLzKToYb6IjZb52G,0.695,0.874,1,-9.435,1,0.449,0.61,0.0,0.358,0.559,139.554,355213,4,jojo
Leikeli47,Iron Mike,3qMJ7Ek4Al0BeMnMAI6Ves,0.671,0.512,10,-6.614,1,0.0524,0.0996,1.05e-06,0.366,0.488,140.109,181707,4,jojo
Ryn Weaver,OctaHate,7JVfDagtyWy9bYsaf37H9K,0.617,0.672,6,-6.274,1,0.0603,0.593,1.31e-05,0.106,0.361,79.979,204307,4,jojo
Princess Nokia,Versace Hottie,6FmCiOJMEmx6dbmFyHJ2p0,0.775,0.562,11,-11.083,0,0.288,0.138,0.0557,0.673,0.661,124.031,194493,4,jojo
$NOT,Mean,3PXi72ZtSqx1PZc40KS0Qj,0.844,0.72,1,-7.418,0,0.3,0.169,0.0,0.0797,0.631,99.917,125853,4,jojo
Poppy,Play Destroy,3X3FzrA32EbYvu3n3526w4,0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,185279,4,jojo
Otoboke Beaver,Beaver Ni Tsuretette - Remastered 2018,2DeJA7ObVOsP7WjJGx79G4,0.228,0.98,9,-1.968,1,0.105,0.0832,4.27e-05,0.1,0.484,111.513,163977,4,jojo
Kanye West,Drunk and Hot Girls,4Sw4lblE6aXpoOJma6Mlx5,0.661,0.442,10,-7.297,0,0.0285,0.0697,1.15e-05,0.136,0.299,82.758,313227,3,jojo
Mild High Club,Homage,7pegxVesMmE2qK0o58xoFG,0.546,0.468,5,-8.167,1,0.0287,0.153,0.00257,0.321,0.416,73.372,177493,4,jojo
Maya B,Selenas,1XfH8yVbajh9dkU3nE7fCK,0.566,0.904,4,-3.89,0,0.182,0.0452,3.15e-05,0.0725,0.516,172.08,207919,4,jojo
Doja Cat,Bottom Bitch,0TFkU9aroYAmxCxhOTd0yj,0.689,0.815,6,-2.947,1,0.0401,0.00414,0.00158,0.0602,0.475,159.994,199000,4,jojo
Anamanaguchi,Miku,2wxeIeofgy4AHaOhtePamJ,0.718,0.715,1,-5.981,1,0.0871,0.266,0.00047,0.191,0.557,127.951,223125,4,jojo
Fickle Friends,Rotation,0HIXq9nz3N6XaKUf9eWOPy,0.695,0.855,2,-5.239,1,0.0321,0.000707,0.00269,0.346,0.345,120.02,190080,4,jojo
"Tyler, The Creator",Radicals,5a2vYvmIWmtA8KcUTthpRk,0.562,0.68,1,-8.015,1,0.498,0.154,0.0955,0.269,0.224,74.06,438333,4,jojo
Kanye West,Get Em High,5b2FFKC64kxqcfaFnIZxoM,0.614,0.644,11,-5.672,0,0.373,0.184,0.0,0.489,0.649,84.788,289493,4,jojo
BLACKSTARKIDS,"LOVE, STARGIRL",1AgJta10Dm76yA5uz7EuTV,0.735,0.848,9,-4.79,1,0.0331,0.398,0.147,0.105,0.241,102.006,136111,4,jojo
Unknown Mortal Orchestra,Necessary Evil,4dhARBZ8YLvm8oRDnCIeXr,0.828,0.724,9,-7.217,1,0.113,0.045,0.0618,0.132,0.694,96.2,317800,4,jojo
Two Door Cinema Club,I Can Talk,5R34yWuK4EWjy3l6IAfMFJ,0.475,0.753,9,-5.058,0,0.214,2.58e-05,0.0968,0.212,0.672,162.92,177427,4,jojo
Delfín Quishpe,Torres Gemelas,68NI5JXY2vK9HOeBvUwr0e,0.787,0.853,9,-6.052,1,0.0765,0.0714,0.0,0.0614,0.788,130.014,250413,4,jojo
PASSENGER OF SHIT,Staple Tape Worms on My Penis,7veiR3qo7k7m2GPQx0s7X1,0.589,0.951,8,-3.024,1,0.122,0.0726,0.057,0.0262,0.206,96.416,209093,4,jojo
Drive45,Everything I Own,53FufLl4OfGMzdJv73Hpgg,0.722,0.686,1,-8.133,0,0.0703,0.0661,0.402,0.0721,0.767,164.988,201455,4,jojo
Charli XCX,Girls Night Out,7jspeyAKVWaBYvPGPe6u46,0.8,0.756,2,-5.911,1,0.103,0.00101,0.000417,0.326,0.89,124.999,221280,4,jojo
Mlma,Sweetie,09LOrSenEZicFy6U5SIhfa,0.866,0.424,1,-8.931,1,0.205,0.274,0.000232,0.104,0.197,133.111,204064,4,jojo
Rina Sawayama,Where U Are,3z8YW7Aza0dHLBgVUuj2ay,0.553,0.675,7,-4.406,1,0.0651,0.0093,0.0,0.11,0.469,168.104,232946,4,jojo
LOONA,Hi High,0RqzUS7AkBhQDrBxcGFeDv,0.669,0.919,7,-2.262,0,0.0711,0.0357,6.81e-06,0.222,0.538,96.955,196864,4,jojo
Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",2nWB8ZpA1lxulicEUzTQ6W,0.647,0.537,0,-8.638,0,0.407,0.307,0.0,0.401,0.698,171.943,237500,4,jojo
Vulfpeck,Sky Mall,0e3Ss9QHdiGCyOst88pilL,0.724,0.849,11,-9.133,1,0.0487,0.000843,0.942,0.208,0.894,144.406,155668,4,jojo
"Tyler, The Creator",THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q),629TRAVD61y1ZVNl9EOfEE,0.63,0.842,1,-5.636,0,0.316,0.000967,0.0,0.362,0.634,84.952,191869,4,jojo
Mitski,Should've Been Me,5FQ9NDyx3KZXhovWWq4Gxo,0.51,0.63,2,-6.997,0,0.0258,0.00615,0.000485,0.147,0.569,89.812,191775,4,jojo
S3RL,Mtc,56nLHj9HJr3xpbLarnr0l4,0.485,0.979,2,-0.943,1,0.116,0.00792,0.00171,0.387,0.432,175.074,260530,4,jojo
Boys Noize,Girl Crush,7knYJi6aP5sCLPPSGmfLqJ,0.651,0.967,7,-5.38,1,0.109,0.114,0.0163,0.131,0.292,93.175,228006,4,jojo
Black Eyed Peas,Pump It,6btyEL6NwUa97Nex9cZFvo,0.649,0.931,1,-3.15,0,0.181,0.0093,0.0,0.751,0.744,153.645,213067,4,jojo
Vince Staples,Love Can Be...,6q0wu4qjc9XVyqqRv7vlMZ,0.692,0.634,7,-6.741,1,0.0996,0.0165,0.000644,0.459,0.338,123.946,178827,4,jojo
Death Grips,Hustle Bones,5PXyH5bb5fbVfO8LjByhBb,0.6,0.982,4,-2.996,0,0.201,0.104,0.0,0.343,0.277,110.015,192360,4,jojo
Denzel Curry,SHAKE 88 FEAT. SAM SNEAK,27F7BWz4WuC8GuSIcFbx1a,0.657,0.836,2,-6.364,1,0.0831,0.0277,0.0,0.29,0.445,181.94,147720,4,jojo
Coco & Clair Clair,Pretty - Shacob Remix,4YpdiZChdldyfMwr5al42j,0.714,0.789,6,-6.461,1,0.083,0.888,0.244,0.228,0.697,119.987,235031,4,jojo
LOOΠΔ / ODD EYE CIRCLE,LOONATIC,2FwFu6y1aXPWXWcD9RxA6v,0.488,0.886,5,-3.803,1,0.097,0.00191,2.59e-05,0.101,0.762,150.027,180576,4,jojo
Car Seat Headrest,Unforgiving Girl (She's Not An),1bNFcAne3QoFy6Yf5wddf9,0.392,0.593,0,-7.193,1,0.0507,0.0627,8.88e-05,0.76,0.678,164.899,326428,4,jojo
Otoboke Beaver,Oniisan Anone - Remastered 2018,77dN2K1OFsqmklJ2wZsKMG,0.344,0.924,9,-2.43,0,0.171,0.0364,0.0564,0.0744,0.664,140.285,240262,4,jojo
NLE Choppa,Speed It Up (feat. Rico Nasty),6GJNHAkwOF8O5G6HVAuB4v,0.878,0.841,10,-3.572,1,0.0452,0.371,0.0,0.0842,0.746,95.019,143278,4,jojo
MIA GLADSTONE,Love U,3P51FjZ2FPoQZ40TcNkqO7,0.762,0.491,2,-9.829,0,0.053,0.328,0.0121,0.0928,0.813,109.994,205091,4,jojo
Kesha,"Sleazy REMIX 2.0 Get Sleazier (feat. Lil' Wayne, Wiz Khalifa, T.I. & André 3000)",1zPDgF3K6QXcTopDB3SVg9,0.698,0.791,6,-5.655,0,0.233,0.0172,1.19e-05,0.0805,0.912,170.034,293053,4,jojo
Latto,B*tch From Da Souf,6tLWt7gkvvTSjS6OfJjiyJ,0.862,0.235,1,-15.545,1,0.699,0.0241,0.0,0.123,0.398,150.062,144048,4,jojo
Pretty Boy Aaron,Comb My Hair,5XaBTK8VUAabcjBb8aPDfv,0.705,0.426,2,-9.819,1,0.0315,0.0434,0.0011,0.32,0.535,99.999,215400,4,jojo
ROSALÍA,Con Altura,2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,jojo
Beach Bunny,Cloud 9,6vFsBXYczYsP0H3lgunZOm,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,jojo
ZOMBIE-CHANG,Lemonade,2gYlKdEVV6AYg82dr6DgVf,0.548,0.727,11,-5.241,0,0.0407,0.0175,0.000193,0.427,0.454,164.962,282627,4,jojo
Kanye West,Heaven and Hell,2ZUJsR8HEktit58X6FuPQM,0.764,0.422,0,-7.265,0,0.119,0.0409,0.0,0.152,0.268,82.986,145301,4,jojo
Grimes,Kill V. Maim,2MpZratWHtEtJB0qVdJSPN,0.583,0.944,11,-2.448,0,0.0371,0.00636,0.121,0.1,0.465,134.025,246013,4,jojo
Kehlani,Nights Like This (feat. Ty Dolla $ign) - HONNE Remix,3RiwDuXFqS1N19NKYrk5Ya,0.766,0.775,0,-4.159,0,0.0722,0.0554,9.06e-06,0.125,0.82,119.973,229344,4,jojo
Remi Wolf,Quiet On Set,7yjum1B7kQ8gFWTP0cqKMu,0.847,0.572,9,-4.796,1,0.259,0.0129,6.81e-06,0.0714,0.658,100.043,195039,4,jojo
Grimes,Pin,76g1dbRCF8OAC0gtBOjq8j,0.618,0.893,10,-4.745,1,0.0485,0.00564,0.00104,0.249,0.636,141.974,212440,4,jojo
Mitski,Brand New City,3PXTIwwI5dmlgrY0iYQq4J,0.482,0.831,5,-5.956,0,0.0583,0.049,0.0,0.0824,0.659,148.121,132773,4,jojo
Consequence,Whatever U Want - Main,5Q7AE2cDrLQeRYsW4evb5N,0.646,0.49,1,-8.17,1,0.0316,0.0946,0.00168,0.117,0.646,106.939,156480,4,jojo
Dounia,If U Wanna,3FdsBa4h5VcDDKuEiEoMzL,0.757,0.64,8,-8.548,0,0.0623,0.103,0.0,0.138,0.757,109.952,132545,4,jojo
Dounia,LOWKEY GRL (feat. Moroccan Doll),0QU9QwoeyqUcYIv0mbMNpz,0.42,0.824,10,-3.704,0,0.167,0.29,0.0,0.117,0.458,79.723,198750,4,jojo
BABYMETAL,BxMxC,2HEM4wcGP2nFT1Z2i6jtvo,0.397,0.921,6,-3.372,1,0.0763,0.000241,0.00167,0.348,0.215,112.606,183026,1,jojo
Dresage,Holy,0NJ9hUIQGFjCD0xcGdF5kT,0.515,0.545,11,-7.351,0,0.138,0.0259,6.83e-05,0.219,0.441,124.188,247346,4,jojo
Remi Wolf,Shawty,6CLeGoAfyJZ7BpO9lZiWFS,0.7,0.622,5,-6.156,0,0.232,0.0395,0.00132,0.0779,0.574,175.939,197727,4,jojo
DRAMA,Billy,2eQHAwP1oz4XsjHXSEaqZQ,0.845,0.442,8,-9.698,0,0.0332,0.197,0.00543,0.191,0.404,106.426,213716,4,jojo
The Format,"Inches and Falling (I Love, Love)",1YTZNpgLZ56rLSPs6pf4w3,0.671,0.71,9,-5.992,1,0.0874,0.323,1.24e-06,0.0574,0.74,117.649,210000,4,jojo
Death Grips,I Break Mirrors With My Face In The United States,4hiTbBpSeWGkkBC7YlTY9w,0.447,0.997,0,-2.348,1,0.325,0.163,0.0,0.884,0.105,134.039,160884,4,jojo
Dounia,Queen of Kings (Outro),7rvuykfOYtBmNxW2HuhuO7,0.672,0.394,5,-11.781,0,0.292,0.582,0.0,0.108,0.837,176.126,190909,4,jojo
Knox Fortune,Lil Thing,4At1qbqCOJ9WFbvpWTOOY4,0.689,0.803,7,-3.929,1,0.15,0.23,1.95e-05,0.0897,0.659,155.967,207445,4,jojo
The Paper Kites,Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003,210080,4,jojo
DJ これからの緊急災害,K-Hole with Fergie,4GvH13SpKIEgWK1OqhRhxy,0.727,0.883,6,-6.9,0,0.107,0.000355,0.167,0.0742,0.726,135.985,232941,4,jojo
Doja Cat,Cookie Jar,4QdjPwwCCq3ifWVHiRj3jx,0.722,0.864,0,-3.317,1,0.107,0.00324,0.0,0.164,0.466,148.025,199440,4,jojo
Soccer Mommy,Your Dog,3BpUZB0tw4zNmG3Iw1mclL,0.652,0.669,11,-7.797,0,0.0262,0.122,0.00039,0.169,0.769,115.047,194009,4,jojo
Chloe x Halle,Forgive Me,0qU3XhIH9xczYPUWV6OopS,0.707,0.651,4,-3.156,0,0.0669,0.0406,5.95e-06,0.449,0.562,137.017,157867,4,jojo
LIZ,Lottery,0IONRljAuf94GIkBhNKETP,0.817,0.663,3,-6.358,1,0.0534,0.00488,0.0,0.0648,0.612,114.98,194131,4,jojo
Alice Longyu Gao,LEGEND - Gassed Up Remix,043R6gVEQtclGy8lZYzwJF,0.688,0.794,0,-9.208,1,0.0493,0.0597,0.076,0.335,0.961,94.995,176844,4,jojo
AAAMYYY,屍を越えてゆけ,3eZH0LBqHYh6lUAQU2Xyab,0.538,0.817,6,-4.889,1,0.054,0.132,0.385,0.0536,0.372,87.026,291533,4,jojo
Vince Staples,Yeah Right,5ZrDbBB4UhYMsPA3xRKOzV,0.669,0.484,1,-9.026,1,0.121,0.0154,0.0,0.489,0.251,117.929,188947,4,jojo
Sabrina Claudio,Better Version,6OYly4TGeYQFNXrt6Qh1JA,0.563,0.356,0,-7.522,1,0.051,0.418,3.37e-05,0.111,0.441,64.511,215118,3,jojo
Kanye West,Homecoming,2ovQ5MCx91XVjgVWEPfvks,0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,203493,4,jojo
Machine Girl,Ghost,4orMsymF399H3xKBc0AIhx,0.705,0.924,11,-6.783,0,0.177,0.00576,0.927,0.36,0.378,154.008,185522,4,jojo
Knox Fortune,Lil Thing,3q6ygCZID0OKj6MUxInB48,0.713,0.755,7,-4.577,1,0.151,0.262,0.000114,0.0947,0.625,155.939,206968,4,jojo
Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) - Remix,13VXVxePp4NUiXwtmQ0viz,0.913,0.625,10,-6.901,0,0.334,0.0168,0.0,0.125,0.298,126.915,177704,4,jojo
LIZ,Pandemonium,5nnllOU9tiGPtAzzyOYkvG,0.569,0.644,0,-3.0,1,0.0956,0.0606,0.0,0.0951,0.569,186.898,164599,4,jojo
Yelle,Ba$$in,2Ab2xJJw3hcXBi7LZM3PC5,0.802,0.731,4,-4.239,0,0.0387,0.0139,0.184,0.0644,0.659,124.608,179373,4,jojo
FEMM,Wannabe,3Ad7QOWha9pwu0L0gx6fz8,0.67,0.925,8,-2.77,1,0.0725,0.00396,0.0346,0.33,0.832,129.994,159675,4,jojo
Mitski,Francis Forever,6gpSU2C1VJq0xaVIGtQPVi,0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.984,149680,4,jojo
Black Eyed Peas,Imma Be,5OiLJ8tjUPFiPX2gVM8fxJ,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,257560,4,jojo
Black Box,Everybody Everybody,24lF0of2nbQlTYDU8i6glX,0.711,0.81,5,-6.443,0,0.0379,0.00359,1.19e-05,0.0881,0.974,117.627,247000,4,jojo
Childish Gambino,53.49,2alJKJoqOOEPVU1Do3eIjJ,0.518,0.952,6,-5.274,0,0.198,0.0287,0.0,0.381,0.622,171.905,235280,4,jojo
Princess Nokia,Harley Quinn,0FCECeOtvMAGosjKB08s28,0.872,0.684,5,-7.106,1,0.05,0.00563,0.0138,0.174,0.541,148.0,144000,4,jojo
Rina Sawayama,Alterlife,6nrqxuvk571m7JGPbeEfda,0.512,0.876,1,-3.877,0,0.0478,0.00947,0.0,0.381,0.658,108.007,244945,4,jojo
SOPHIE,Ponyboy,30lIB7UwSLy5qgkfYZEtB1,0.823,0.381,1,-7.372,1,0.0889,0.000497,0.000542,0.14,0.46,107.996,194438,4,jojo
Death Grips,Get Got,781V2Y5LPtcpgONEOadadE,0.57,0.993,7,-3.757,1,0.337,0.00628,0.00796,0.0876,0.405,87.0,171867,4,jojo
DJ Sabrina The Teenage DJ,Next To Me,16MKLKWVZPt84xOwCU56hg,0.53,0.854,2,-6.331,1,0.0924,0.00465,4.63e-06,0.185,0.442,111.149,457754,4,jojo
Zolita,Loveline Remix (feat. Dorian Electra and Petal Supply),2Ljla3d99KvA8Vloag1FtT,0.675,0.91,7,-5.096,1,0.136,0.377,0.00984,0.325,0.697,100.05,158200,4,jojo
"Tyler, The Creator",IFHY (feat. Pharrell),0NjW4SKY3gbfl2orl1p8hr,0.358,0.715,7,-6.181,1,0.331,0.197,0.0,0.581,0.275,85.478,319253,4,jojo
Death Grips,Bottomless Pit,7bINjFKpbYkjUR7VJDjMkD,0.356,0.991,2,-4.024,1,0.184,0.00637,0.00133,0.294,0.0549,95.235,174484,4,jojo
The Marías,Basta Ya,4CUTUsBGjHslu2Bd3AOXGg,0.766,0.3,11,-8.911,0,0.0375,0.585,0.00174,0.114,0.44,85.993,176599,4,jojo
Two Door Cinema Club,Undercover Martyn,0Hrd6CSafHHqKptyFppmqH,0.442,0.872,2,-5.072,1,0.123,0.00025,1.74e-05,0.0602,0.568,159.867,167773,4,jojo
Goreshit,Shit yourself for fun,3E1nPLyOCOZR5mcdLsbwkN,0.626,0.953,1,-4.552,1,0.0484,5.23e-06,0.878,0.105,0.468,156.963,134522,4,jojo
SOPHIE,HARD,5dZKynFbI4EqmaUKDFTEM2,0.544,0.728,5,-5.943,0,0.338,0.0121,0.0708,0.108,0.549,167.632,174368,4,jojo
Death Grips,You Might Think He Loves You for Your Money but I Know What He Really Loves You for It's Your Brand New Leopard Skin Pillbox Hat,5YnS9oWrGcwf1tgode1F7z,0.317,0.853,7,-2.751,1,0.186,0.00187,0.000702,0.254,0.487,103.37,161133,4,jojo
Rico Nasty,OHFR?,0MJ6Ci5Up2ZQsXXygcVCQ3,0.86,0.717,1,-5.542,0,0.48,0.414,0.0,0.0843,0.812,158.019,120964,4,jojo
P.H.F.,Queen,7KmgtxP0GJ0hQ2Y5E6EItk,0.322,0.478,4,-7.575,1,0.0282,0.00157,0.758,0.0714,0.23,136.799,256057,4,jojo
Raveena,Stronger,7qKWAtneIWuObMgaj57yvx,0.617,0.312,5,-10.629,1,0.0575,0.638,0.036,0.0993,0.0459,126.962,251298,4,jojo
Azealia Banks,Chips,2SZI4t2AgJYquRPZ60QeXL,0.84,0.559,7,-9.155,1,0.231,0.0292,0.00108,0.211,0.336,123.976,227684,4,jojo
Vince Staples,SAMO,7ei3g8ZUH6C3IELNhwI9R0,0.808,0.509,2,-7.353,1,0.0767,0.0114,1.16e-05,0.116,0.0912,78.002,174493,4,jojo
Kanye West,Don't Like.1,12D0n7hKpPcjuUpcbAKjjr,0.668,0.628,6,-5.327,0,0.205,0.00822,0.0,0.145,0.621,131.88,283653,4,jojo
SOPHIE,Not Okay - Alone Mix,2rItExC2Ht8PcgMV0lqbf8,0.844,0.55,5,-5.776,0,0.255,0.00329,0.451,0.328,0.322,130.064,84921,4,jojo
Rina Sawayama,Bad Friend,1ApN1loxlt0rzRFc8iETw7,0.549,0.72,8,-4.426,1,0.0502,0.215,3e-06,0.327,0.454,94.92,208128,4,jojo
Tove Lo,"bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)",0S0rlh59DhpPheILyXYX76,0.589,0.744,11,-4.617,1,0.0702,0.0462,0.0,0.115,0.649,83.085,191796,4,jojo
Eurythmics,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4,jojo
Vince Staples,Lemme Know,1u1VcXquBfZfu7dc8PVYVc,0.723,0.526,6,-10.187,1,0.0552,0.00733,0.162,0.222,0.667,156.122,222040,4,jojo
GameChops,Cherry Blossom Color Season,1NFy6683I19ukTuTxNZFis,0.539,0.842,4,-5.624,1,0.0426,0.0194,0.00359,0.102,0.311,90.061,361332,4,jojo
"Tyler, The Creator",DEATHCAMP (feat. Cole Alexander),1dXYBALYTj3AMxa8hgiQhA,0.581,0.746,10,-5.495,0,0.0422,0.0149,0.000276,0.594,0.455,101.881,189703,4,jojo
Rico Nasty,Bitch I'm Nasty,2xXNa4tR2CronQsZ6OKQtP,0.953,0.636,1,-6.318,1,0.255,0.0157,0.0,0.105,0.342,127.011,91755,4,jojo
"Tyler, The Creator",Domo23,75kiQfmmuQwgquZ9RLSvuA,0.727,0.565,1,-5.564,0,0.356,0.167,0.0,0.262,0.597,133.094,158760,4,jojo
Cecile Believe,Bitch Bites Dog,3vVYV1vW9FPSF5BTIXWhMK,0.814,0.633,11,-8.821,0,0.101,0.047,0.00345,0.0961,0.244,119.036,212042,4,jojo
Fiona Apple,Fast As You Can - Radio Edit,0zgCpJcPNPXrjI7ruy5UGY,0.501,0.697,0,-9.382,1,0.0505,0.25,0.00663,0.0806,0.545,137.929,226427,4,jojo
Netabak,Lord of the Game,5XHqW47npc3YiXmBwZ39ao,0.592,0.618,9,-7.966,1,0.0423,0.000451,0.000294,0.34,0.0615,89.956,162750,4,jojo
The Marías,Little by Little,3EzlgdxyFvjeAGzR5WxHB8,0.837,0.356,9,-8.771,0,0.119,0.815,0.00206,0.0792,0.618,133.025,178493,4,jojo
Doja Cat,Tia Tamera (feat. Rico Nasty),3fknKzcgYzWe30unQ7XXiz,0.817,0.65,0,-4.652,1,0.134,0.0158,0.0,0.166,0.409,119.887,212107,4,jojo
bludnymph,FEAST,3smTeRQ3qxUvC8Gf4ckUEs,0.854,0.642,1,-6.402,1,0.0705,0.00119,0.000205,0.0521,0.429,97.475,123904,4,jojo
Vulfpeck,Walkies,1GmtpbNbybW5ZDSqn6v3NO,0.8,0.499,0,-12.82,1,0.0505,0.302,0.899,0.101,0.397,122.953,63451,4,jojo
Danny Brown,Ain't it Funny,7ItFoQDmQIh3MAPsxiP6Vt,0.483,0.841,5,-5.115,0,0.0964,0.0108,2.71e-06,0.382,0.204,114.382,177025,4,jojo
Let's Eat Grandma,Hot Pink,1MAhhW31aMIknkD19pZmrP,0.725,0.552,8,-6.897,1,0.0783,0.2,0.0,0.093,0.183,103.016,248977,4,jojo
"Tyler, The Creator",I Ain't Got Time!,430qNtapCS3Ue1yoSql1oV,0.549,0.725,1,-7.239,1,0.397,0.0539,3.52e-05,0.148,0.547,108.822,206267,4,jojo
Dessert,Back Around,0xuWcVv68VWYfHl8gdtp5k,0.257,0.272,3,-12.054,1,0.0448,0.681,0.0281,0.322,0.0853,71.759,170458,5,jojo
JPEGMAFIA,Baby I'm Bleeding,5pUudDDuJgIpgKIGk2zmxv,0.574,0.859,1,-2.401,1,0.193,0.195,0.0,0.416,0.828,171.392,152246,4,jojo
Brooke Candy,FMU (feat. Rico Nasty & Boys Noize),5AD8DWoQa4NGe2WagH4YF2,0.666,0.783,5,-4.154,0,0.0521,0.0718,0.0,0.346,0.451,126.014,178667,4,jojo
SOPHIE,Faceshopping,5Phe35xgdkRSxTdM4MAVIk,0.636,0.441,1,-7.273,1,0.247,0.0528,0.00152,0.0684,0.304,114.045,236938,4,jojo
Vetta Borne,Girls,1LFu0JwC7x6CFLc6jpRKzH,0.844,0.63,7,-7.794,1,0.147,0.248,0.000191,0.0752,0.827,114.001,204987,4,jojo
Otoboke Beaver,Binge eating binge drinking bulimia,4LQoxlwjxveit5eNT4tphX,0.353,0.997,4,-0.841,0,0.252,0.0928,0.163,0.458,0.075,46.42,53227,4,jojo
Azealia Banks,Anna Wintour,0U0266U8qEvuhZnHIYZKwd,0.684,0.901,7,-5.2,1,0.0843,0.00281,0.00123,0.0232,0.485,121.988,273908,4,jojo
Aphex Twin,Xtal,7o2AeQZzfCERsRmOM86EcB,0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532,293752,4,jojo
Kanye West,On Sight,1gqkRc9WtOpnGIqxf2Hvzr,0.605,0.469,9,-3.182,0,0.327,0.487,0.0,0.28,0.515,101.601,156480,4,jojo
Goldie Boutilier,He Thinks That I'm an Angel,3s7IGYxf9eqxpGADqjpkyn,0.488,0.303,0,-11.315,1,0.0269,0.511,1.95e-06,0.103,0.276,72.374,190000,4,jojo
Kero Kero Bonito,The Princess and the Clock,1o1aFykyi3d4qQPxDcPCJ7,0.625,0.838,0,-5.249,1,0.035,0.0571,0.0,0.35,0.45,144.958,229190,4,jojo
Chloe x Halle,Do It,1bRjwdtScY2eMe9uMmsOkG,0.701,0.668,5,-7.287,0,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,176787,4,jojo
Daft Punk,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,4,jojo
Chloe x Halle,Ungodly Hour,4SJRgLsuBKTEBEl9n6JsNu,0.704,0.68,2,-6.498,1,0.315,0.146,1.25e-05,0.0692,0.168,105.031,255893,4,jojo
Kanye West,Jesus Walks,5g1vtHqi9uV7xtYeCcFOBx,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,193733,4,jojo
Randa,Heatwave,0aGbjADuRz7IUuZD5MZ4F6,0.792,0.62,10,-8.513,0,0.0646,0.0775,0.0232,0.154,0.531,100.005,251519,4,jojo
Death Grips,Lil Boy,6fab5rAf9v58GR8P2Q1o1s,0.637,0.783,1,-4.359,1,0.319,0.00267,0.0,0.149,0.273,146.702,226387,4,jojo
Death Grips,I've Seen Footage,7nCONy10IHp7XD3oYZ0lcx,0.603,0.944,11,-3.626,0,0.347,0.0481,0.0,0.342,0.418,130.035,202853,4,jojo
Pixies,Where Is My Mind?,0KzAbK6nItSqNh8q70tb0K,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,229227,4,jojo
Flamingosis,Groovin',01TeWe9FtQOOoO1xD8idoU,0.707,0.886,11,-3.432,1,0.0603,0.000699,0.396,0.117,0.75,117.976,213559,4,jojo
GameChops,Roll Me In,6H2NkE3V5QzHbHkYdaRm2W,0.659,0.643,2,-6.282,0,0.0275,0.00469,0.407,0.106,0.447,130.002,253148,4,jojo
