artist,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
KYLE,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016,253107,4,nick
Tory Lanez,The Color Violet,3azJifCSqg9fRij2yKIbWz,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,226467,4,nick
Alesso,Going Dumb (with Stray Kids),3Ea1CNsTqBY4RtAESrBeNI,0.834,0.651,6,-4.855,0,0.0595,0.153,0.0,0.146,0.49,121.978,169506,4,nick
Justin Bieber,Red Eye (feat. TroyBoi),24OeEKPQ8qqNZnPevRHxUT,0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,187453,4,nick
Post Malone,Rich & Sad,2VdT56BGpdqNHUgOe1j5vc,0.599,0.571,2,-4.998,1,0.0665,0.198,0.0,0.0969,0.285,151.974,206453,4,nick
Kiiara,Whippin (feat. Felix Snow),3QWjljChcOMkRDYSzF33Qr,0.87,0.502,5,-7.497,0,0.0549,0.549,0.00356,0.0916,0.673,82.53,160597,4,nick
Lil Nas X,TALES OF DOMINICA,5S4PZ7AuYlYiVIVik3wHUf,0.742,0.734,8,-5.582,0,0.0407,0.629,0.00314,0.0834,0.541,114.952,146006,4,nick
Fiji Blue,I Should've Told You,5Q9KfZHV6BZZLQzhKpfPpq,0.725,0.66,8,-7.206,1,0.0663,0.465,0.000292,0.0848,0.456,117.009,197523,4,nick
Sheff G,On Go (feat. Polo G),3Ho13bRS28xEvGvgW4LOFM,0.88,0.427,9,-6.004,0,0.323,0.459,1.28e-06,0.119,0.623,103.542,180806,3,nick
Yung Booke,Put That Shit On,22uSriiiyQraLjiw9LvJHM,0.842,0.589,2,-9.814,1,0.0703,0.0392,0.0,0.0759,0.193,129.995,217111,4,nick
Timeflies,Semi-Charmed,3SEkzQLbiYvYZHbhc1tXn4,0.753,0.705,7,-5.765,1,0.0761,0.0449,0.0,0.16,0.737,119.993,179750,4,nick
Ashe,Moral of the Story,2nC3QhMI9reBIOWutbU3Tj,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,4,nick
NLE Choppa,Jumpin (feat. Polo G),1z7LV5wkExwW8YJk0IrPUA,0.826,0.616,2,-5.479,1,0.328,0.241,0.0,0.287,0.612,127.925,181199,4,nick
21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,4,nick
Bearson,It's Not This,12ZC7GrMQNo6xXJdN89d8P,0.828,0.407,2,-4.983,0,0.0455,0.456,0.000713,0.0771,0.559,78.046,190769,4,nick
MitiS,Try (feat. RØRY),2qS7S9ramy7bLIiM71eXVX,0.493,0.589,4,-6.015,1,0.0334,0.263,0.0,0.196,0.136,132.075,252727,4,nick
Aries,KIDS ON MOLLY,4CbRVZuohuxJPMqvvWb2lT,0.572,0.674,0,-8.592,0,0.0805,0.0808,1.44e-06,0.175,0.487,166.09,163373,4,nick
Magic Power,射手,2AKqbtVArdppbDyXSlQ1La,0.747,0.785,8,-4.873,1,0.0372,0.00897,4.17e-05,0.0719,0.505,129.989,239733,4,nick
Kanye West,Selah,39JRmdKFka1Oe09FoOCPI4,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,164620,3,jojo
The Weeknd,Scared To Live,4BGZF4oLbTL0pWm7C18pbv,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221,191307,4,nick
Unlike Pluto,Everything Black,3UEnF6y5tyHVtMzldS3svp,0.62,0.864,5,-4.334,0,0.114,0.0323,0.0,0.117,0.395,98.059,228980,4,nick
ILLENIUM,Crazy Times,65Ue0jbK1lhMuWc9XfVanh,0.476,0.507,1,-8.058,1,0.0459,0.405,1.13e-05,0.113,0.17,150.204,230400,4,nick
Rich The Kid,Tic Toc (with Tory Lanez),7cWmR9RLLMY6bj28q4bhvz,0.78,0.643,1,-4.154,1,0.121,0.0381,0.0,0.115,0.211,169.995,150041,4,nick
Marshmello,Project Dreams,6GSkLS2y4ZnnZsuRAj975K,0.78,0.828,8,-2.235,1,0.237,0.409,0.0,0.104,0.786,160.113,167898,4,nick
Joji,XNXX,0qpSvzE0Rws3gVZNZCf04v,0.388,0.52,2,-8.354,1,0.0593,0.257,0.185,0.113,0.196,84.851,127318,4,richard
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,202805,4,nick
Abhi The Nomad,Sex n' Drugs,0G2wimhVoDYXbQ6csDxtSf,0.831,0.32,7,-7.916,1,0.143,0.299,0.0,0.0757,0.319,80.935,217778,4,nick
NAV,Held Me Down,0jiW3PNiHJxOhWh9oPBJ7m,0.826,0.422,3,-8.217,0,0.11,0.483,0.0,0.108,0.223,119.997,228107,4,nick
Sylo,Ginny,6i5a50hEuC7FtJoBVqKpcT,0.782,0.48,10,-8.913,0,0.3,0.412,1.59e-06,0.201,0.781,90.094,195806,4,nick
Aerosmith,Crazy,74irxdVWstNlEQjsvArITq,0.37,0.866,6,-3.879,0,0.0384,0.0868,0.0,0.137,0.427,162.086,316693,3,nick
Cordae,RNP (feat. Anderson .Paak),5lw8Mgb4LyhriPIC86gV6e,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828,4,nick
A$AP Ferg,Floor Seats,6AomCkEOQUODCYzQwH4SWC,0.705,0.733,5,-4.942,1,0.102,0.069,0.154,0.823,0.681,135.993,157507,4,nick
Lil Wayne,Bing James (ft. Jay Rock),3wGkYZLDYtULqg635DyKw8,0.749,0.657,9,-5.186,0,0.339,0.197,0.0,0.0713,0.69,169.936,203681,4,nick
Macklemore,Good Old Days (feat. Kesha),2Za1AlJNvksouPPWbXpR2X,0.712,0.51,8,-8.162,1,0.0633,0.446,2.46e-05,0.112,0.268,122.964,240507,4,nick
Kid Cudi,Tequila Shots,30KctD1WsHKTIYczXjip5a,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04e-05,0.527,0.22,90.494,193293,4,nick
Lil Uzi Vert,Silly Watch,5egD7A5x9AHdVO2fMo3Wbo,0.903,0.535,8,-6.238,1,0.286,0.0298,0.0,0.0851,0.157,130.117,195692,4,nick
6LACK,Unfair,3Q33RhbyoFul9LdKKjticI,0.397,0.257,5,-11.134,0,0.0499,0.79,0.00235,0.12,0.0382,115.783,136916,4,nick
DaniLeigh,The Plan,5y1KNlbZ1RAfq7tUIWvH2a,0.856,0.295,5,-9.799,0,0.0472,0.213,0.000269,0.115,0.229,124.988,188227,4,nick
Jordan Fisher,You're Welcome - Jordan Fisher/Lin-Manuel Miranda Version,4QpGKXfAEIF8TquT7oF4zA,0.468,0.432,0,-10.382,1,0.1,0.0613,0.0,0.0533,0.393,101.097,137427,3,nick
Tiësto,Nothing Really Matters,1horDZRb64nwbtDXymIzLw,0.731,0.848,5,-4.254,0,0.0423,0.00495,1.81e-06,0.281,0.688,123.022,157478,4,nick
Brayke,Ykowyk,6gjU5ogtqwiFYyOXGrTg2b,0.878,0.687,7,-7.755,0,0.19,0.0905,0.00172,0.0923,0.541,90.982,149064,4,nick
Fiji Blue,Day by Day,7ennBS5KF7XksS3WvusJSS,0.914,0.532,10,-8.657,1,0.333,0.674,0.000442,0.114,0.754,116.961,177081,4,nick
ILLENIUM,Lay It Down,0dxAvCV7LGcGIJQZuqhmgL,0.413,0.537,7,-4.913,0,0.0311,0.316,4.52e-06,0.0771,0.118,77.661,264774,4,nick
Laidback Luke,XOXO (feat. Ina),11BHx1QpCJVGKLQZiRB7xk,0.517,0.84,9,-4.688,1,0.0725,0.00412,2.41e-05,0.342,0.391,149.935,165000,4,nick
NLE Choppa,Camelot,4sWuPniHClkInYAnzXAYUF,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4,nick
Kina,Can We Kiss Forever?,58wyJLv6yH1La9NIZPl3ne,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4,nick
Lil Uzi Vert,Demon High,5MAnH0CFbD13INQBsnKI9y,0.75,0.543,5,-10.672,0,0.179,0.355,0.0,0.419,0.652,150.066,197418,4,nick
Lil Tecca,Bossanova,12MGFZIqiXncwMsufAwfC9,0.712,0.493,5,-7.129,0,0.278,0.00474,0.0,0.158,0.246,139.84,123600,4,nick
Louis The Child,Here Comes A Feeling (with Naomi Wild & Couros),6QRlUKL4scZzCv5He2wjSb,0.745,0.493,1,-6.93,1,0.275,0.177,0.117,0.117,0.681,148.107,183597,4,nick
NICKTHEREAL,帥到分手,3tsgNOHt913hG27l7DLS4V,0.579,0.806,10,-4.281,1,0.0446,0.0309,0.0,0.071,0.373,159.975,219350,4,nick
Lil Baby,Voice of the Heroes,7eO7rOwH5qVD3UWpO97qTI,0.754,0.661,0,-6.811,1,0.261,0.173,0.0,0.16,0.313,82.988,209299,4,nick
Loyle Carner,Desoleil (Brilliant Corners),5rYTMjVkGioNF4MpSQISlg,0.826,0.483,8,-11.298,0,0.371,0.609,3.77e-05,0.145,0.116,131.883,220402,3,nick
Quinn XCII,Sad Still,0sagfHqTdznGW1IwV2nI0o,0.715,0.687,8,-6.277,1,0.312,0.0662,0.0,0.0663,0.697,177.032,184918,4,nick
Dom Dolla,Strangers (with Mansionair),63TjlMDhCFiZyZTRAa8o9a,0.638,0.891,8,-6.463,0,0.0305,0.0295,0.782,0.116,0.435,126.012,217390,4,nick
Young Stoner Life,Take It To Trial (feat. Yak Gotti),6aKDdFwPJLgHT4aNktrQmb,0.891,0.552,1,-6.877,1,0.223,0.00225,2.18e-06,0.162,0.455,135.976,170267,4,nick
Lil Tecca,Shots,5xjei7JnROsAzLY2a7RdZU,0.829,0.582,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.028,109373,4,nick
Joyner Lucas,I Love,30z4LVkScpeNhwHFIB8Ewa,0.671,0.565,11,-7.401,0,0.16,0.274,6.51e-05,0.37,0.561,150.014,210197,4,nick
Chance the Rapper,I Might Need Security,3EApebexZ7YqDIqw2EMTDh,0.514,0.693,9,-5.868,1,0.408,0.177,0.0,0.351,0.287,110.568,240640,3,nick
ILLENIUM,Pray (feat. Kameron),61sor95BL63MCvZYgKK8KM,0.487,0.694,10,-4.049,0,0.0397,0.131,1.46e-05,0.106,0.287,145.919,295890,4,nick
Drake,Signs,6Na5uKk5SsqZimk0hAWo8y,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,234373,4,richard
John Legend,Overload (feat. Miguel),37exBefsiwr3rmQ7xcQnEJ,0.571,0.409,9,-7.111,1,0.109,0.749,0.0,0.18,0.315,118.703,200293,4,nick
Miley Cyrus,Mother's Daughter,2WyRfGeHo97VC5mP1BBSzr,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4,nick
Lil Nas X,MONTERO (Call Me By Your Name),3BZEcbdtXQSo7OrvKRJ6mb,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,137876,4,nick
Khai,Do You Go Up,0OTpz9cTT3BUCilO5XTs7c,0.505,0.22,1,-14.513,0,0.15,0.938,0.00351,0.103,0.228,96.645,193000,5,nick
Hardwell,Power,4CVOUJki8YUWol3jhLphgs,0.49,0.907,5,-4.063,0,0.108,0.000427,0.0,0.116,0.21,132.057,148837,4,nick
Ali Gatie,Moonlight,72pv4E0eBIcE9z8V4tPHui,0.804,0.48,11,-6.662,1,0.0321,0.495,0.0,0.105,0.461,120.002,228854,4,nick
Dom Dolla,San Frandisco,3T00mhdOYUuM5yiuPs3xhs,0.779,0.937,9,-6.269,0,0.0496,0.0443,0.101,0.0912,0.49,125.025,185000,4,nick
KSHMR,I Will Be A Lion (feat. Jake Reese),5bMKiSofsYvWazpSpaEm59,0.575,0.789,8,-6.514,0,0.0614,0.0575,5.49e-05,0.149,0.279,127.907,223242,4,nick
Bakar,Unhealthy,0PQftCkSQlJjneCXb7IC2C,0.878,0.413,11,-9.625,1,0.36,0.756,0.00385,0.0838,0.424,113.997,153320,4,nick
Aries,BAD NEWS,60ZppukPfY43NDU9meKJrz,0.655,0.676,5,-5.959,0,0.0378,0.484,0.0,0.212,0.827,141.989,164155,4,nick
Ghost Loft,Overflow,4VJtGn42R0lLj4Vc7EUVjV,0.471,0.333,8,-11.857,0,0.0375,0.00391,0.000186,0.556,0.124,80.768,190370,4,nick
A Boogie Wit da Hoodie,Look Back at It,3J5YrOvX2A0EA0j4BARQ9o,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,nick
SiR,Hair Down (feat. Kendrick Lamar),6sq5mqtS3jwJjvBHALknJH,0.804,0.509,8,-10.833,0,0.132,0.208,0.00011,0.314,0.472,120.074,217006,4,nick
Kina,Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4,nick
Mustard,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,0.68,0.559,0,-5.545,1,0.129,0.172,0.0,0.318,0.137,202.006,194520,4,richard
KnowKnow,R&B All Night,6MrVXeEMf0MULWdclDk4sI,0.761,0.545,11,-8.188,0,0.144,0.00638,4.53e-05,0.0456,0.799,78.034,233846,4,nick
Steven Moses,Love Me,4Ojj5Ld695R3riZ3LiUhVQ,0.437,0.541,9,-10.58,1,0.379,0.504,0.000396,0.306,0.464,82.132,197343,4,nick
Mura Masa,Messy Love,25Px71FQFASLrxGNszAXsG,0.816,0.59,2,-8.519,0,0.101,0.103,0.0178,0.553,0.509,110.026,225573,4,nick
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8,0.856,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.489,122.08,324189,4,nick
Young Thug,She Wanna Party (feat. Millie Go Lightly),3WL6yCfh0zw2MxVSWSe0G1,0.578,0.5,10,-6.656,0,0.271,0.125,0.0,0.235,0.388,104.095,250587,5,nick
Mura Masa,Second 2 None,3HFfrCM9Cvt1NpASNcqzkR,0.741,0.463,2,-11.309,1,0.099,0.676,0.00299,0.162,0.18,89.993,250640,4,nick
Cordae,Locationships,2nOrEg4ZHuR0cFQHeV8RnI,0.715,0.482,5,-9.381,0,0.445,0.231,0.0,0.143,0.686,136.297,182520,4,nick
Trippie Redd,6 Kiss,7tgjDlQsMR8RvkdlNCJA58,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,4,nick
KYLE,Ikuyo (feat. 2 Chainz & Sophia Black),2NWoKpRnMfxocVAXF8ASwk,0.765,0.609,1,-5.285,0,0.19,0.255,1.28e-05,0.119,0.547,77.957,221667,4,nick
Jo&Me,Daydream,1LLP9PX5h52tadD2sTJ6za,0.623,0.634,11,-5.608,0,0.0413,0.354,0.0,0.132,0.242,120.932,216333,4,nick
Fiji Blue,It Takes Two,5V7qLbZJNTwaEVbZADqofc,0.731,0.597,4,-7.661,1,0.0567,0.338,0.00114,0.0771,0.863,101.991,159013,4,nick
Russ,Hard For Me,2sDwK2Nj5gBGpJykIl0Yu4,0.763,0.586,10,-8.058,0,0.0302,0.0541,0.0,0.0593,0.41,120.004,208000,4,nick
Khalid,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,202547,4,nick
Lil Tecca,Ransom,1xbtojAZsQjOgiGdGX6ChU,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131248,4,nick
Joyner Lucas,Frozen,0PPKDmCpEfX8rdkagtCr8u,0.508,0.535,1,-8.718,1,0.371,0.727,6.8e-06,0.372,0.424,76.251,212011,4,nick
Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,146880,4,nick
G-Eazy,Crash & Burn,3rtuukjxyg57bDRZbkkt5l,0.558,0.778,3,-4.03,0,0.274,0.0719,0.0,0.0905,0.294,88.125,180360,4,nick
Chance the Rapper,GRoCERIES,0yFvWTLs3iIwDbc91noXGT,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846,4,nick
Sheck Wes,YKTS,6mS9JgLlBCbmsMQnKrm2e3,0.72,0.484,1,-5.021,1,0.415,0.0132,0.0299,0.113,0.166,179.957,194817,4,nick
IDK,Shoot My Shot,5q9Et9kJTWvRg80uQLBW4s,0.756,0.577,7,-7.127,1,0.0395,0.00277,0.0,0.309,0.685,92.036,172105,4,nick
Jacob Banks,Unknown (To You),4jDDaKTqcZQWvgubuW6N7l,0.367,0.538,8,-5.121,0,0.0421,0.895,0.000581,0.149,0.274,129.092,233160,4,nick
Finn Foxell,Built to Last,6jDurwjOP0bly2BAHeBLLL,0.762,0.645,9,-8.431,1,0.104,0.417,0.0041,0.109,0.305,130.005,180923,4,nick
Roy Woods,What Are You On?,1cr6AGKz04rKpkgUBpo2Bj,0.567,0.539,5,-10.543,0,0.177,0.146,0.000569,0.109,0.198,179.874,196766,4,nick
Big Sean,Voices In My Head/Stick To The Plan,2pzuU8vLaG8W1P31X65ZP9,0.472,0.541,1,-8.513,1,0.231,0.141,1.21e-06,0.477,0.128,145.12,242307,4,nick
Nebu Kiniza,Memories,6AqmB6KKC9U6Pfssk1ZYGJ,0.812,0.589,1,-8.194,0,0.135,0.0593,2.13e-06,0.104,0.414,151.373,166000,4,nick
Lil He77,Lie on Me,7ijXfR09g8dImpTI586m7k,0.779,0.465,8,-11.952,1,0.362,0.15,0.0,0.39,0.571,161.955,154574,4,nick
21 Savage,Lazy Susan (with Rich Brian feat. Warren Hue & Masiwei),2XbG1IRDzoQQzLJSmwWIqC,0.766,0.825,11,-5.622,0,0.299,0.0428,0.0,0.102,0.646,155.967,279960,4,nick
Bawo,Mazzalean,2G11gjwGKUeSUDHRSJkDbM,0.764,0.367,6,-11.035,0,0.062,0.562,0.00013,0.129,0.128,126.302,184814,4,nick
Brent Faiyaz,Lovely,2jGjNCH6Op0BqBHPc4Rd8d,0.385,0.473,8,-8.656,0,0.0519,0.575,2.88e-05,0.13,0.0575,143.614,291098,3,nick
Death Cab for Cutie,I Dreamt We Spoke Again - Louis the Child Remix,2TY2GcWmTmcE6L40jYC9Xv,0.653,0.496,0,-7.746,1,0.323,0.0825,0.0041,0.0725,0.11,118.796,190399,4,nick
The Weeknd,Until I Bleed Out,2BcnxwxBuar5wjCaLqm5N3,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.148,115.233,190173,3,nick
Adam Oh,TRAPPED IN MY MIND,3Qx1CtexENLotadyrPxGsY,0.676,0.667,5,-7.578,1,0.0814,0.182,0.0,0.108,0.519,159.988,216053,4,nick
THEY.,Pops,5qEzURrIp2mJbfgBXNnQeD,0.708,0.721,11,-5.96,0,0.231,0.171,4.57e-05,0.407,0.653,160.061,159787,4,nick
Rexx Life Raj,Freedom Love (feat. Goapele),0ecTxrvdJCFghS781UNavr,0.777,0.416,7,-7.999,0,0.0599,0.691,0.00037,0.124,0.32,77.497,173735,4,nick
Cordae,Have Mercy,0GwYkXgQdqY4dyRffHw3HT,0.794,0.44,0,-7.861,0,0.131,0.0806,0.0,0.198,0.276,138.024,202454,4,nick
Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,nick
21 Savage,No Heart,4gmmRb6bZJffOOiww1JGTO,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4,nick
FireCityFunk,Surrender To Me,34sIEdi9tN5Fi2rNaSHVTQ,0.624,0.672,0,-11.108,1,0.0321,0.0191,0.511,0.06,0.925,108.746,214728,4,nick
Russ,Last Forever (feat. Rick Ross & Snoop Dogg),5U1OcBfP61WcT2yTpXKx72,0.581,0.895,8,-4.129,1,0.362,0.0875,0.0,0.111,0.513,173.89,235853,4,nick
Wolfie,Symmetry,0NkX6UvIm7EhIU3P6RBQpm,0.677,0.495,1,-8.104,1,0.0781,0.508,0.082,0.0967,0.239,95.116,222561,4,nick
Yung Pinch,Nightmares (feat. Lil Skies),0qy1xNhQvnRhEpvKxdXYUR,0.579,0.698,2,-5.701,1,0.0827,0.107,0.0,0.174,0.302,165.071,200213,4,nick
Aminé,NEO,7onHzHeOVE3M9p0tNKQbXc,0.981,0.338,9,-6.091,1,0.0676,0.25,0.0,0.0845,0.606,116.985,123983,4,nick
Ruel,Dazed & Confused,2pyjbGTpJCPjMYwCbdymiF,0.688,0.5,2,-7.411,1,0.138,0.102,0.0,0.355,0.418,127.906,189608,3,nick
Comethazine,Walk,21kOVEG3bDCVphKhXL8XmQ,0.831,0.795,1,-6.186,1,0.264,0.221,0.0,0.291,0.744,160.063,96064,4,nick
Lauv,i'm so tired... - Stripped - Live in LA,6bnT4Xhs1lkOHgFjHq6M3b,0.491,0.196,11,-8.455,1,0.0465,0.973,0.0,0.0986,0.364,93.818,187675,4,nick
Tones And I,Fly Away,5ri4zqtWhG07hIuNNDWP76,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,178157,4,richard
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,richard
Alex Mali,Start It Up,1Srs6bdnsieHVfJqxC5W28,0.451,0.547,5,-8.035,0,0.0462,0.0783,2.56e-05,0.108,0.359,99.966,194400,4,nick
NLE Choppa,Narrow Road (feat. Lil Baby),3GZd1aDsgKL71Kt3VIp0hc,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4,nick
ONE OK ROCK,The Beginning,4f3nDjgqXurMryYBSp0TZD,0.36,0.983,0,-2.352,1,0.101,8.83e-05,0.0,0.111,0.279,182.058,292733,4,nick
Lil Baby,Frozen,19n0UZuW8AArMVWNztoXu9,0.514,0.65,6,-8.867,1,0.499,0.138,0.0,0.103,0.236,127.428,179149,5,nick
Metro Boomin,10AM/Save The World (feat. Gucci Mane),6qZANDqrSAvfuSjcxBP1PD,0.719,0.501,8,-8.84,0,0.239,0.257,0.0,0.189,0.419,136.025,226320,4,nick
iann dior,thought it was,3x1h0lsx1i2v9cUWnZssBa,0.691,0.505,4,-6.09,0,0.0308,0.147,0.0,0.11,0.192,89.985,172600,4,nick
Louis The Child,Free (with Drew Love),64BKKgWdKdmKlQDzRfHW3C,0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02e-05,0.145,0.165,124.987,222253,4,nick
Jaden,Better Things,5uONhK4CTwHMzCzrIeTX6N,0.81,0.543,11,-6.147,0,0.22,0.277,0.0,0.308,0.445,79.973,109733,4,nick
Tiësto,"The Business, Pt. II",0SZPXD0uEl72YjUVY2K3E9,0.658,0.747,8,-6.567,0,0.0971,0.138,0.0,0.129,0.326,120.073,164268,4,nick
Lil Wayne,Dedicate,0Y7di9ZCmB6Elad5WISaPc,0.879,0.662,2,-6.162,1,0.309,0.033,0.0,0.716,0.724,117.975,189909,4,nick
Joe Hertz,Stay Lost - Cabu Remix,3xy8karhdpkltgdwj9FGbQ,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,0.549,109.192,226909,4,nick
Post Malone,Hollywood's Bleeding,77Y7tccX9Hx5iClDr39uy9,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4,nick
John Mayer,New Light,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,4,nick
Billie Eilish,hostage,1WsEgieHsWWndAzLkmV105,0.427,0.123,9,-15.228,0,0.0497,0.868,3.12e-05,0.0732,0.0394,129.565,229426,5,nick
Sage The Gemini,Now and Later,43jBqV3j3Xi1g6wO0bhIMd,0.781,0.57,11,-5.874,0,0.188,0.273,0.0,0.196,0.858,107.059,193181,4,nick
Doja Cat,Streets - Silhouette Remix,0Uru1UoJdHKf2lxssQT3kC,0.742,0.449,11,-8.565,1,0.105,0.171,0.0466,0.125,0.144,90.072,242692,4,nick
Flipp Dinero,How I Move (feat. Lil Baby),0jBJIQuToUUOEx7JJkiPzm,0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954,224916,4,nick
Khalid,Let's Go,6AIccJIWHGK26xi34FAkwl,0.78,0.371,9,-6.705,1,0.0559,0.572,0.0,0.247,0.43,108.003,204547,4,nick
Logic,1-800-273-8255,4Sj8JZ9zZfl8HaOav5yTVq,0.622,0.593,5,-7.755,0,0.0414,0.56,0.0,0.175,0.369,100.048,250200,4,nick
khai dreams,Lost in You,2itR8VHeTVKInnMPec8mj8,0.771,0.607,5,-12.02,0,0.113,0.334,0.0,0.122,0.79,90.035,101000,4,nick
Pink Sweat$,At My Worst,2MJz8BxxMsERULatmBikDH,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,170345,4,nick
Pab the Kid,Comfort Me,0QRVoRy6M1ptcRJHTjkRHU,0.7,0.348,10,-11.382,1,0.0664,0.401,0.000266,0.238,0.263,107.984,181525,4,nick
ARMNHMR,One Sided (feat. Mark Klaver),49PgWU6oGZPHbBv3Q2kwMZ,0.494,0.755,0,-4.236,1,0.0329,0.162,0.0,0.107,0.356,140.019,233357,4,nick
Sueco,fast,6lq0OqAXfxnwtFGqdARtRU,0.877,0.503,7,-10.269,0,0.22,0.164,0.0132,0.102,0.529,100.069,144000,4,nick
Moneybagg Yo,Hard For The Next (with Future),2D6vfFZxQ5YzPPBODls1a9,0.619,0.573,1,-7.277,1,0.393,0.0352,0.0,0.228,0.376,175.187,166392,3,nick
Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",2zjGJ0dChMR0KxBZS15aqo,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100,4,nick
DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,0.902,0.669,1,-5.049,1,0.457,0.161,0.0,0.0728,0.628,139.949,112547,4,nick
Lauv,Modern Loneliness,7MZF7YLxOP2to9iblSulLc,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008,252337,4,nick
KYLE,Playinwitme (feat. Kehlani),43cFjTTCD9Cni4aSL0sORz,0.687,0.587,1,-5.772,0,0.124,0.302,0.0,0.278,0.676,156.575,193094,4,nick
Blasterjaxx,Narco,4TuNI3WEMyLQAKRMJmcQdA,0.764,0.943,8,-4.047,1,0.0711,0.00784,0.104,0.0699,0.207,129.961,208635,4,nick
starRo,Yams feat. Masego,6SXS9vVtsUZXfgCDzhOwl8,0.75,0.563,2,-8.09,0,0.512,0.0623,0.0,0.351,0.498,120.086,260478,4,nick
Rich Brian,Introvert (feat. Joji),3qbqWUDl9j09PeBaQ6CZgr,0.836,0.686,1,-4.673,1,0.0413,0.14,0.00231,0.0681,0.632,110.029,222259,4,richard
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),543bCW2ruMPmxUBWirQ3MR,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,nick
