,artist,track,uri,nick_history,jojo_history,rich_history,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature
361,osno1,A Conversation I Overheard,7jUa6Loc6TGsmXqxpawkvK,,True,,0.42,0.875,5,-3.196,1,0.128,0.0228,0.0158,0.0498,0.524,149.86,audio_features,7jUa6Loc6TGsmXqxpawkvK,257623,4
362,Indigo De Souza,What Are We Gonna Do Now,1K3RvsS9oMpii4yD1uOQlN,,True,,0.363,0.255,4,-8.6,1,0.0813,0.386,0,0.104,0.105,201.624,audio_features,1K3RvsS9oMpii4yD1uOQlN,204292,3
363,Consequence,"The Good, The Bad, The Ugly (feat. Kanye West) - Explicit Album Version",52uU5uNt9lOstGCc6C7QEJ,,True,,0.473,0.913,11,-3.372,0,0.444,0.0271,0,0.0784,0.721,94.571,audio_features,52uU5uNt9lOstGCc6C7QEJ,251907,4
364,Mitski,Strawberry Blond,3eGsNpXzcb1BDkfSJI54NY,,True,,0.553,0.545,0,-8.299,1,0.0867,0.839,0,0.061,0.943,77.332,audio_features,3eGsNpXzcb1BDkfSJI54NY,114277,4
365,Rihanna,Needed Me,1Tt4sE4pXi57mTD1GCzsqm,,True,,0.671,0.314,5,-8.091,0,0.244,0.11,0,0.0825,0.296,110.898,audio_features,1Tt4sE4pXi57mTD1GCzsqm,191600,4
366,MGMT,Kids,1jJci4qxiYcOHhQR247rEU,,True,,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,302840,4
367,Lady Gaga,Applause,2Zj4FUsMtu9PMuJsHbGbdv,,True,,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,audio_features,2Zj4FUsMtu9PMuJsHbGbdv,212333,4
368,Aminé,Wedding Crashers,3nVDOYBJpdCkRR6r1DbZum,,True,,0.853,0.496,11,-7.984,0,0.243,0.026,0,0.0421,0.947,135.99,audio_features,3nVDOYBJpdCkRR6r1DbZum,229800,4
369,Beyoncé,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr,,True,,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,audio_features,5IVuqXILoxVWvWEPm82Jxr,236133,4
370,Death Grips,Spikes,11TpRtA1zMLeAPTLloNmG4,,True,,0.339,0.922,8,-4.3,1,0.561,0.111,0,0.0812,0.343,179.909,audio_features,11TpRtA1zMLeAPTLloNmG4,185404,4
371,Breakbot,Baby I'm Yours - feat. Irfrane,7oGwQOTkMB9Sk3DIKJLd5F,,True,,0.831,0.794,2,-3.701,0,0.0752,0.705,3.4e-05,0.0978,0.735,118.075,audio_features,7oGwQOTkMB9Sk3DIKJLd5F,215787,4
372,Kesha,TiK ToK,6zQlRd6tvEVJm59P8PMj7o,True,True,,0.745,0.667,2,-6.781,0,0.121,0.0608,0,0.283,0.633,120.046,audio_features,6zQlRd6tvEVJm59P8PMj7o,199733,4
373,Thundercat,Them Changes,7CH99b2i1TXS5P8UUyWtnM,,True,,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,audio_features,7CH99b2i1TXS5P8UUyWtnM,188454,4
374,Denzel Curry,Ultimate,6R0GRYk2vs2XuBVemYK5YZ,,True,,0.493,0.826,9,-3.106,1,0.311,0.095,3.42e-06,0.252,0.75,112.865,audio_features,6R0GRYk2vs2XuBVemYK5YZ,189974,4
375,Kanye West,I Wonder,4jQqM4NI79HEcWHUJb8Hvf,True,True,True,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,audio_features,4jQqM4NI79HEcWHUJb8Hvf,243440,4
376,Otoboke Beaver,I am not maternal,2kVBf5PiS9LBhvDaBQ4uue,,True,,0.341,0.98,4,-1.393,1,0.235,0.0447,0.455,0.0755,0.756,176.463,audio_features,2kVBf5PiS9LBhvDaBQ4uue,127947,4
377,Remi Wolf,Sauce,5uW2R7x5qyIRQRrQN38rsp,,True,,0.724,0.664,8,-6.626,0,0.309,0.397,0.000169,0.224,0.599,139.847,audio_features,5uW2R7x5qyIRQRrQN38rsp,230175,4
378,Kitty,Scout Finch Bitch,3LbrJ3y1XipPlAUGMJLHf2,,True,,0.384,0.765,11,-5.173,0,0.421,0.447,2.05e-06,0.323,0.479,167.489,audio_features,3LbrJ3y1XipPlAUGMJLHf2,152200,4
379,Tove Lo,shivering gold,1GXUd5gJuydAdM0dlQrwbX,,True,,0.606,0.469,5,-6.173,0,0.0576,0.349,0,0.118,0.198,96.995,audio_features,1GXUd5gJuydAdM0dlQrwbX,215597,4
380,"Tyler, The Creator",Golden,0150LSsZrpksYFj3nbynwj,,True,True,0.46,0.76,0,-6.734,1,0.364,0.442,0.00114,0.243,0.438,133.576,audio_features,0150LSsZrpksYFj3nbynwj,343280,4
381,BENEE,Supalonely (feat. Gus Dapperton),3GZoWLVbmxcBys6g0DLFLf,,True,,0.862,0.631,7,-4.746,1,0.0515,0.291,0.000209,0.123,0.841,128.978,audio_features,3GZoWLVbmxcBys6g0DLFLf,223488,4
382,Sweet Little Band,Supercut,3paiJuTRVivZxBnlXkOHF1,,True,,0.788,0.156,0,-20.671,1,0.0496,0.896,0.88,0.107,0.366,124.969,audio_features,3paiJuTRVivZxBnlXkOHF1,201000,4
383,Kanye West,Breathe In Breathe Out,4KFY4EEv9CN6ivrzD6vEvg,,True,,0.636,0.7,1,-3.099,0,0.421,0.341,0,0.161,0.924,88.817,audio_features,4KFY4EEv9CN6ivrzD6vEvg,246933,4
384,Daniel Koestner,Raccoon House Music,0EPLyDc6Ar31QKZZtgEBxZ,,True,,0.801,0.266,6,-18.195,0,0.0607,0.469,0.912,0.102,0.609,111.98,audio_features,0EPLyDc6Ar31QKZZtgEBxZ,120441,4
385,Kanye West,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,,True,,0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,audio_features,42GcjriRK6srwHkfbkBqVl,359800,4
386,Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,,True,True,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,129882,4
387,Kendrick Lamar,The Heart Part 4,41eiwHEX8iegmqmS2cf7oX,,,,0.672,0.434,9,-15.218,0,0.765,0.501,0.000125,0.272,0.54,129.209,audio_features,41eiwHEX8iegmqmS2cf7oX,288555,4
388,Maude Latour,Furniture,5hwCVRrBvFOkH3oK0LB7Fc,,True,,0.72,0.827,0,-2.873,0,0.0471,0.04,5.86e-05,0.255,0.781,130.004,audio_features,5hwCVRrBvFOkH3oK0LB7Fc,156462,4
389,Kaoru Akimoto,Dress Down,4M9Op6UQ36mhtjMBuevRYN,,True,True,0.769,0.403,0,-15.134,1,0.051,0.197,0.000191,0.264,0.567,118.007,audio_features,4M9Op6UQ36mhtjMBuevRYN,272533,4
390,Kanye West,Yikes,1qsHYUd2c1wFGcn7e63QmG,,True,True,0.683,0.776,1,-3.251,0,0.341,0.15,0,0.227,0.223,173.996,audio_features,1qsHYUd2c1wFGcn7e63QmG,188773,4
