,artist,track,uri,nick_history,jojo_history,rich_history,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature
39,Fiona Apple,I Want You To Love Me,73SBAGI4fPFm4VkB3NjXq8,,True,,0.528,0.504,9,-8.821,0,0.09,0.559,0.0414,0.0936,0.712,141.369,audio_features,73SBAGI4fPFm4VkB3NjXq8,237713,3
40,Ecco2k,Time,4KfZSdlJ2YYZA4Q1p9WzUK,,True,,0.688,0.816,10,-5.722,0,0.0972,0.0161,0.415,0.21,0.767,80.985,audio_features,4KfZSdlJ2YYZA4Q1p9WzUK,121541,4
41,Kendrick Lamar,XXX. FEAT. U2.,4iYRa2btalAzPZoSYfROqF,,True,True,0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,audio_features,4iYRa2btalAzPZoSYfROqF,254200,4
42,Kero Kero Bonito,Trampoline,3LuLUNgRmmgcr14dTIWH2S,,True,,0.856,0.863,10,-4.318,0,0.057,0.0525,0,0.384,0.673,124.998,audio_features,3LuLUNgRmmgcr14dTIWH2S,243840,4
43,Kanye West,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,,True,True,0.435,0.76,8,-4.935,0,0.0721,0.0175,0,0.158,0.206,80.082,audio_features,1UGD3lW3tDmgZfAVDh6w7r,351947,4
44,Vince Staples,BagBak,5POEFQCKtD0QxYLfZ2kqEx,,True,,0.76,0.828,1,-4.532,1,0.0789,0.0478,0.000427,0.0893,0.923,82.006,audio_features,5POEFQCKtD0QxYLfZ2kqEx,160507,4
45,Baby Tate,I Am (feat. Flo Milli),4E7ZbuJH3NddjnMWLstkRq,,True,,0.932,0.835,1,-3.905,1,0.156,0.105,0,0.0847,0.926,144.02,audio_features,4E7ZbuJH3NddjnMWLstkRq,182465,4
46,Machine Girl,うずまき,5Vr8UPlg0N6Zma66yixVLT,,True,,0.323,0.954,11,-5.079,0,0.358,0.0394,0.0053,0.307,0.124,185.935,audio_features,5Vr8UPlg0N6Zma66yixVLT,232708,5
47,Mitski,Townie,2HUIm4ZmwC5aIEQQakmgO4,,True,,0.31,0.884,1,-3.484,1,0.0567,1.13e-05,3.33e-06,0.121,0.276,137.755,audio_features,2HUIm4ZmwC5aIEQQakmgO4,205080,4
48,Flo Milli,Pussycat Doll,0rHCbvcGS3GkcU92lw0546,,True,,0.886,0.772,5,-5.497,0,0.177,0.228,0,0.0836,0.938,149.904,audio_features,0rHCbvcGS3GkcU92lw0546,160000,4
49,Mitski,I'm a Fool to Want You,3JWimEBxUR1VS3mgAXSSka,,True,,0.175,0.208,0,-15.974,1,0.0348,0.828,0.858,0.165,0.0318,79.995,audio_features,3JWimEBxUR1VS3mgAXSSka,229087,5
50,Softee,Oh No,3FLazwxIsNIWPmND1t1RIx,,True,,0.702,0.665,5,-5.799,1,0.035,0.112,5.61e-05,0.0688,0.853,109.973,audio_features,3FLazwxIsNIWPmND1t1RIx,285955,4
51,Yung Bae,Selfish High Heels (feat. Macross 82-99 & Harrison),4zFDDTSInTkLg0d0KzxqJj,,,,0.626,0.819,7,-8.36,1,0.66,0.0238,0,0.949,0.487,119.989,audio_features,4zFDDTSInTkLg0d0KzxqJj,226500,4
52,Cocteau Twins,Lorelei,1MwGbyzRmPXWABLIdW8tzG,,True,,0.387,0.669,0,-11.187,1,0.0395,0.000158,0.423,0.166,0.414,90.995,audio_features,1MwGbyzRmPXWABLIdW8tzG,223573,4
53,Japanese Breakfast,Boyish,0De8H4o9xzPtjRp9dns0L5,,True,,0.227,0.457,2,-7.459,1,0.0299,0.0979,0.000447,0.189,0.371,106.727,audio_features,0De8H4o9xzPtjRp9dns0L5,213987,4
54,Aminé,STFU2,05tCaHe9yHLjO2qnXScDNV,,True,,0.787,0.54,2,-8.05,1,0.513,0.463,0.000497,0.135,0.636,80.03,audio_features,05tCaHe9yHLjO2qnXScDNV,104493,4
55,"Tyler, The Creator",CHERRY BOMB,1sJZgGyZJookIoyLi9jDOV,,True,,0.594,0.817,2,-3.389,1,0.0521,0.001,0.8,0.155,0.151,133.868,audio_features,1sJZgGyZJookIoyLi9jDOV,269352,4
56,PinkPantheress,Just a waste,0R4uAhlkr1I8EgPxqBwzBs,,,,0.743,0.67,6,-9.34,0,0.0598,0.247,0.0125,0.0498,0.662,108.112,audio_features,0R4uAhlkr1I8EgPxqBwzBs,127406,4
57,The Marías,Un Millón,5dFG12OQz10CbUFZIYH0gv,,True,,0.748,0.464,0,-8.527,1,0.135,0.24,0.0747,0.0726,0.226,176.026,audio_features,5dFG12OQz10CbUFZIYH0gv,167387,4
58,ScHoolboy Q,Collard Greens,0zO8ctW0UiuOefR87OeJOZ,,True,True,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,audio_features,0zO8ctW0UiuOefR87OeJOZ,299960,4
59,Grimes,Genesis,3cjvqsvvU80g7WJPMVh8iq,,True,True,0.611,0.677,10,-6.745,0,0.034,0.0764,0.0698,0.241,0.233,166.04,audio_features,3cjvqsvvU80g7WJPMVh8iq,255320,4
60,food house,mos thoser,6nEDYdxD1YEWnXdbWxT6U8,,True,,0.572,0.784,1,-5.192,1,0.219,0.0194,0,0.0641,0.777,140.009,audio_features,6nEDYdxD1YEWnXdbWxT6U8,247917,4
61,Calum Bowen,The Club,77GKbwFEiNL7zmelPymsJB,,True,,0.881,0.498,0,-12.213,1,0.37,0.557,0.48,0.362,0.871,152.905,audio_features,77GKbwFEiNL7zmelPymsJB,53000,4
62,Liza Anne,Bummer Days,5XgD3IJKhhChTDtoRzl2V6,,True,,0.692,0.673,8,-3.585,1,0.0323,0.54,0,0.165,0.703,99.652,audio_features,5XgD3IJKhhChTDtoRzl2V6,157668,4
63,Vince Staples,Yeah Right,35tWhD29yvWwB0IDRr6zsL,,True,,0.734,0.468,1,-9.029,1,0.0912,0.018,0,0.382,0.285,118.001,audio_features,35tWhD29yvWwB0IDRr6zsL,188947,4
64,mxmtoon,prom dress,2xCGBWfzTe8l2kvHpgvB6M,True,True,,0.56,0.674,10,-6.048,1,0.0446,0.698,0,0.123,0.421,119.942,audio_features,2xCGBWfzTe8l2kvHpgvB6M,197933,4
65,ミドリ,ゆきこさん,7EzsrJjJQBXRPiAPijADtG,,True,,0.513,0.935,11,-2.942,0,0.257,0.000376,0.00627,0.321,0.431,87.058,audio_features,7EzsrJjJQBXRPiAPijADtG,188493,4
66,Kanye West,Facts (Charlie Heat Version),3MnbXlC1N7GdS9M8HzA6no,,True,,0.777,0.662,1,-3.761,0,0.143,0.0518,0,0.168,0.4,142.059,audio_features,3MnbXlC1N7GdS9M8HzA6no,200733,4
67,Empress Of,I Don't Even Smoke Weed,4AcjZoKIpV3s1jWdkSGWnJ,,True,,0.776,0.735,11,-6.795,0,0.0705,0.253,2.75e-05,0.187,0.617,125.013,audio_features,4AcjZoKIpV3s1jWdkSGWnJ,206320,4
68,Car Seat Headrest,Nervous Young Inhumans,4EQlTA60UgWuSrc1UfWUyQ,,True,,0.485,0.319,6,-10.791,0,0.0353,0.0148,0.0962,0.419,0.335,134.033,audio_features,4EQlTA60UgWuSrc1UfWUyQ,325741,4
69,Machine Girl,うずまき,6pD8zEYJc0096VvUQAcEO0,,True,,0.321,0.954,11,-5.083,0,0.357,0.0399,0.00539,0.307,0.132,185.927,audio_features,6pD8zEYJc0096VvUQAcEO0,232708,5
70,Dorian Electra,M'Lady (feat. Kero Kero Bonito) [S3RL Remix],327Y6xTmonBO9FY01ZKuti,,True,,0.606,0.942,11,-3.185,0,0.183,0.0253,0.000687,0.0874,0.513,175.036,audio_features,327Y6xTmonBO9FY01ZKuti,155100,4
71,Rhymefest,Brand New (feat. Kayne West) - Dirty,3hdtox1ZVmJBF9YjcEUy1o,,True,,0.592,0.942,0,-4.239,1,0.365,0.0067,0,0.12,0.576,92.58,audio_features,3hdtox1ZVmJBF9YjcEUy1o,220573,4
72,Ashnikko,Maggots,4z273kPQy8lRomWDuwOrb4,,True,,0.615,0.817,11,-3.921,0,0.261,0.0617,1.26e-05,0.649,0.625,176.064,audio_features,4z273kPQy8lRomWDuwOrb4,138813,4
73,The Strokes,Reptilia,57Xjny5yNzAcsxnusKmAfA,,True,,0.489,0.649,9,-5.11,1,0.0336,0.000603,0.713,0.101,0.77,158.009,audio_features,57Xjny5yNzAcsxnusKmAfA,219827,4
74,Faye Webster,Flowers (feat. Father),7AkCXyHbKYgySIjqVzG3jm,,True,,0.655,0.21,7,-15.075,1,0.174,0.653,8.75e-05,0.141,0.0604,77.971,audio_features,7AkCXyHbKYgySIjqVzG3jm,261667,4
75,REI AMI,SNOWCONE,1VBcGsab5bnDFr319bzSWO,,True,True,0.755,0.609,8,-7.507,1,0.0844,0.533,0.00397,0.343,0.565,128.969,audio_features,1VBcGsab5bnDFr319bzSWO,155649,4
76,Kanye West,Fade,3cCxoOgfi6hgt8MNteuiiD,,True,True,0.752,0.765,9,-5.805,0,0.0908,0.118,0,0.31,0.309,105.998,audio_features,3cCxoOgfi6hgt8MNteuiiD,193748,4
77,Car Seat Headrest,Cute Thing,7AppWYIm98qFOGVMbNHJSB,,True,,0.308,0.744,10,-5.162,1,0.0524,0.00627,0.291,0.116,0.273,114.258,audio_features,7AppWYIm98qFOGVMbNHJSB,339322,4
78,Machine Girl,Post Rave Maximalist,39yRcZYyAxUsb4S7kQBpJB,,True,,0.557,0.997,11,-6.156,0,0.193,0.00304,0.881,0.0292,0.498,165.14,audio_features,39yRcZYyAxUsb4S7kQBpJB,148428,4
79,Shakira,She Wolf,4cS2HQ6jK80vqdY9ofpztx,,True,,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,audio_features,4cS2HQ6jK80vqdY9ofpztx,188867,4
80,Sylvan Esso,Radio,0idjTHGhGRBdWTmsalq3tF,,True,,0.557,0.895,0,-6.547,1,0.0329,0.642,0.0186,0.254,0.591,119.993,audio_features,0idjTHGhGRBdWTmsalq3tF,212333,4
81,Rina Sawayama,Akasaka Sad,32umfTzGdXsWOTNaRGR5hd,,True,,0.666,0.912,0,-4.097,1,0.147,0.14,6.98e-05,0.374,0.477,144.956,audio_features,32umfTzGdXsWOTNaRGR5hd,182195,4
82,Mitski,Nobody,6bTn1ovliI0OkjUNkiMBJq,True,True,,0.398,0.716,0,-5.254,1,0.0392,0.0764,0,0.0848,0.494,117.295,audio_features,6bTn1ovliI0OkjUNkiMBJq,193429,4
83,Otoboke Beaver,anata watashi daita ato yome no meshi,2jE1o5TKervwpdJFk91VlD,,True,,0.328,0.993,2,-1.449,0,0.22,0.0541,0.00466,0.184,0.226,137.664,audio_features,2jE1o5TKervwpdJFk91VlD,117973,5
84,Fiona Apple,Relay,5hnOzmFuGltDDAm008jFDh,,True,,0.502,0.574,11,-8.456,0,0.385,0.231,0,0.212,0.474,92.101,audio_features,5hnOzmFuGltDDAm008jFDh,289230,4
85,Kendrick Lamar,m.A.A.d city,2cDCojn6uIBM6A5xTAbl3H,True,True,True,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,audio_features,2cDCojn6uIBM6A5xTAbl3H,350120,4
86,Leikeli47,Post That,20Befu2qTvZv19YMJinWL2,,True,,0.782,0.708,7,-5.367,1,0.118,3.97e-05,0.118,0.0785,0.797,135.019,audio_features,20Befu2qTvZv19YMJinWL2,175000,4
87,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,,True,,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,134240,4
88,BenZel,Touch,0iASzYgB1Np2eMYmYDzn2P,,True,,0.546,0.475,0,-8.478,1,0.0366,0.0443,0.0232,0.254,0.291,142.018,audio_features,0iASzYgB1Np2eMYmYDzn2P,185693,4
89,Baby Keem,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH,True,True,True,0.711,0.611,1,-5.453,1,0.329,0.00575,0,0.231,0.144,134.14,audio_features,7Bpx2vsWfQFBACRz4h3IqH,252070,4
90,"Tyler, The Creator",WILSHIRE,1pbbsI2KGPOMu0HmuGccBu,,True,,0.555,0.712,1,-7.446,1,0.323,0.0451,5.14e-06,0.182,0.555,78.958,audio_features,1pbbsI2KGPOMu0HmuGccBu,515865,4
91,Baby Keem,vent,1ITpqT1kDATCtMBwOK7sYn,,True,True,0.896,0.377,9,-5.502,1,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,audio_features,1ITpqT1kDATCtMBwOK7sYn,136573,4
92,Flo Milli,Beef FloMix,4J2NxCNqehE0MiZhbu97Jx,,True,,0.857,0.575,7,-8.36,1,0.221,0.239,0,0.293,0.901,116.993,audio_features,4J2NxCNqehE0MiZhbu97Jx,147692,4
93,Djflykidd,let me see you do it,7lllENfxsWJccElSNXuGOJ,,True,,0.72,0.696,2,-9.707,1,0.379,0.276,0,0.853,0.668,176.112,audio_features,7lllENfxsWJccElSNXuGOJ,116976,4
94,Cocteau Twins,Serpentskirt,5D8SzvASRr7V7ZrrXsh6SY,,True,,0.451,0.583,4,-6.481,0,0.0244,0.595,2.99e-05,0.195,0.582,77.945,audio_features,5D8SzvASRr7V7ZrrXsh6SY,237600,4
95,The Pom-Poms,I Got That Boom,1lNwBlwE9MH3FtKN0FkiH7,,True,,0.762,0.773,0,-7.018,1,0.0536,0.000804,6.76e-05,0.0716,0.372,126.05,audio_features,1lNwBlwE9MH3FtKN0FkiH7,172381,4
96,ROSALÍA,MALAMENTE - Cap.1: Augurio,1B0BQaSRHxhI0AUlItY3LK,,True,,0.893,0.482,0,-4.779,0,0.0873,0.549,0.0164,0.0752,0.53,97.975,audio_features,1B0BQaSRHxhI0AUlItY3LK,150027,4
97,Rico Nasty,Countin' Up,6UFG7GbMAeeMijEyrp6f1D,,True,,0.891,0.851,1,-4.804,1,0.203,0.0207,0,0.0224,0.757,95.987,audio_features,6UFG7GbMAeeMijEyrp6f1D,150000,4
98,Rico Nasty,Roof,1uX18gfpzbP8iLaOjy6p3V,,True,,0.807,0.861,10,-3.164,0,0.421,0.0469,0,0.344,0.715,175.983,audio_features,1uX18gfpzbP8iLaOjy6p3V,155455,4
99,Chloe x Halle,Galaxy,7d56WYqFkqL7y9V7PnMj7W,,True,,0.708,0.7,4,-5.921,0,0.0412,0.0956,0.000413,0.0539,0.51,154.993,audio_features,7d56WYqFkqL7y9V7PnMj7W,189173,4
100,Kanye West,Two Words,62wtttQzoIA9HnNmGVd9Yq,,True,,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43e-06,0.217,0.446,84.649,audio_features,62wtttQzoIA9HnNmGVd9Yq,266213,4
101,Lil Jon,Drink - Dirty,41QtT8n6Sfu1wFEUKLya8L,,True,,0.792,0.975,7,-3.917,1,0.199,0.135,0,0.509,0.662,126.007,audio_features,41QtT8n6Sfu1wFEUKLya8L,264000,4
102,Anderson .Paak,Jet Black (feat. Brandy),70pZIQqQ37SrNCADx0FiPN,,True,,0.819,0.596,7,-7.697,0,0.123,0.0302,4.59e-06,0.102,0.473,108.204,audio_features,70pZIQqQ37SrNCADx0FiPN,208395,4
103,"Tyler, The Creator",BEST INTEREST,3jHdKaLCkuNEkWcLVmQPCX,True,True,,0.596,0.575,11,-8.325,0,0.0514,0.0861,0.000153,0.334,0.34,98.265,audio_features,3jHdKaLCkuNEkWcLVmQPCX,127921,3
104,Alice Longyu Gao,I <3 Harajuku,1fMIomiIqQUSLynNzU4y1w,,True,,0.81,0.812,1,-6.155,1,0.073,0.017,0.0396,0.15,0.435,146.986,audio_features,1fMIomiIqQUSLynNzU4y1w,146939,4
105,DeJ Loaf,No Fear,2H881m3JRA8lpuuwaQL6zy,,True,,0.614,0.682,11,-4.117,0,0.102,0.387,0,0.134,0.566,100.202,audio_features,2H881m3JRA8lpuuwaQL6zy,169853,4
106,Kanye West,Jail,42ZrMq4BKsWDrrbMnMRYaK,True,True,,0.458,0.571,4,-6.739,1,0.0949,0.535,0.000305,0.0846,0.586,110.013,audio_features,42ZrMq4BKsWDrrbMnMRYaK,297000,4
107,Ashnikko,Thrust,1VBMwGHIe0dsPU5Rn2ELU3,,True,,0.86,0.657,2,-5.839,1,0.333,0.0283,0,0.0858,0.517,82.921,audio_features,1VBMwGHIe0dsPU5Rn2ELU3,169765,4
108,Grimes,We Appreciate Power,5b0DJPEs6UUlDmpZuoDD2X,,True,,0.534,0.899,2,-4.18,0,0.0509,0.00898,4.32e-05,0.4,0.432,108.033,audio_features,5b0DJPEs6UUlDmpZuoDD2X,334688,4
109,Ashnikko,Halloweenie II: Pumpkin Spice,0RcwpbPBHFj18vIs5yGdxg,,True,,0.762,0.522,2,-7.594,1,0.057,0.0548,1.38e-05,0.247,0.475,74.997,audio_features,0RcwpbPBHFj18vIs5yGdxg,137530,1
110,Kero Kero Bonito,Pocket Crocodile,4hglQSLy3PHgu2e1kQ5qxe,,True,,0.673,0.721,5,-5.503,1,0.0696,0.0128,0.0013,0.095,0.163,108.045,audio_features,4hglQSLy3PHgu2e1kQ5qxe,115556,4
111,HARU NEMURI,narashite,7IIRN7KZksXp9ieBFmNuHI,,True,,0.386,0.972,8,-3.333,1,0.23,0.00426,0.00094,0.164,0.485,192.102,audio_features,7IIRN7KZksXp9ieBFmNuHI,199320,4
112,Kanye West,Stronger,4fzsfWzRhPawzqhX8Qt9F3,,True,True,0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,311867,4
113,Baby Tate,Mean Girl (feat. Queen Key & Asian Doll),61HXix5FqC7fuqty8sQJ0r,,True,,0.948,0.857,6,-8.495,1,0.188,0.0518,0,0.0907,0.893,136.961,audio_features,61HXix5FqC7fuqty8sQJ0r,262833,4
114,Kendrick Lamar,i,7wdzLe2Gsx1RGqbvYZHASz,,True,,0.755,0.884,10,-5.296,0,0.0638,0.0208,2.97e-06,0.248,0.897,121.927,audio_features,7wdzLe2Gsx1RGqbvYZHASz,231933,4
115,Death Grips,This Is Violence Now (Don't Get Me Wrong),6ftc8xATHBNzStXlzRAmjA,,True,,0.673,0.956,1,-4.296,1,0.358,0.00412,0.00236,0.338,0.406,160.546,audio_features,6ftc8xATHBNzStXlzRAmjA,157732,4
116,Kanye West,I Thought About Killing You,0yhxBvedRdGxsPZHJNI4VA,,True,,0.752,0.396,2,-7.932,1,0.411,0.867,0,0.0486,0.417,116.016,audio_features,0yhxBvedRdGxsPZHJNI4VA,274187,4
117,Death Grips,Hacker,7y8X0Z04gJCKtfrnSAMywJ,,True,,0.681,0.88,9,-3.895,1,0.227,0.0567,0,0.0893,0.38,124.885,audio_features,7y8X0Z04gJCKtfrnSAMywJ,275520,4
118,BABYNYMPH,clown shit (up the wall) [SOPHIE Remix],4fORekngPoCqeJpe3xg6GQ,,True,,0.532,0.262,0,-17.556,1,0.345,0.0427,0.896,0.0922,0.505,144.986,audio_features,4fORekngPoCqeJpe3xg6GQ,387310,4
119,Lorde,400 Lux,6rjtB7KSIiJ6v9vrACMlqF,True,True,,0.512,0.474,2,-8.36,1,0.0371,0.0787,0.00345,0.134,0.194,183.991,audio_features,6rjtB7KSIiJ6v9vrACMlqF,234286,4
120,Twista,Slow Jamz,3A4cpTBPaIQdtPFb5JxtaX,,True,True,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,audio_features,3A4cpTBPaIQdtPFb5JxtaX,316053,4
121,Tommy Genesis,100 Bad,5Q36ZTmWp2QQZnyUZLeVE9,,True,True,0.736,0.654,1,-5.3,1,0.0864,0.00442,7.83e-05,0.0523,0.616,168.035,audio_features,5Q36ZTmWp2QQZnyUZLeVE9,182867,4
122,Remi Wolf,Hello Hello Hello,1xNknVNOolLB4oQeEtNBX2,,True,,0.736,0.669,1,-8.305,1,0.136,0.107,0,0.224,0.797,86.531,audio_features,1xNknVNOolLB4oQeEtNBX2,172023,4
123,Charli XCX,Trophy,3LcH7UHXAstKd0qUDdlRQa,,True,,0.736,0.777,5,-6.096,0,0.238,0.0155,1.03e-06,0.342,0.465,127.198,audio_features,3LcH7UHXAstKd0qUDdlRQa,159329,4
124,Mitski,First Love / Late Spring,1Ac5BDsGUMQ3tsW2vnc52x,,True,,0.443,0.545,0,-8.196,1,0.0273,0.000813,0.0137,0.202,0.104,99.914,audio_features,1Ac5BDsGUMQ3tsW2vnc52x,278640,4
125,The Buttress,Miracle Gro,7sw544QR3eAN1zTnF4evlk,,True,,0.739,0.676,7,-7.354,1,0.303,0.0535,0,0.218,0.556,90.033,audio_features,7sw544QR3eAN1zTnF4evlk,112927,4
126,Seth Parker,Escape from Snaxburg,45UXnJBhQPFPAiRQTakxP5,,True,,0.188,0.387,2,-14.331,0,0.0323,0.152,0.296,0.542,0.235,146.568,audio_features,45UXnJBhQPFPAiRQTakxP5,429867,3
127,Baby Tate,That Girl,1eGW9NUzLN1roVpWWyjVI8,,True,,0.599,0.614,9,-9.43,0,0.167,0.379,8.96e-06,0.135,0.398,176.102,audio_features,1eGW9NUzLN1roVpWWyjVI8,270187,4
128,Indigo De Souza,Take Off Ur Pants,1hT40puiAJU7uTcUZGmcdN,,True,,0.412,0.66,9,-9.683,1,0.0539,0.0022,0.189,0.396,0.66,127.486,audio_features,1hT40puiAJU7uTcUZGmcdN,220250,4
129,JAY-Z,No Church In The Wild,3Osd3Yf8K73aj4ySn6LrvK,,True,True,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78,audio_features,3Osd3Yf8K73aj4ySn6LrvK,272507,4
130,Ashnikko,Drunk With My Friends,2YBN2v1sRizy1bQQFMlDEI,,True,,0.83,0.578,11,-4.596,1,0.123,0.0772,0.00215,0.128,0.399,91.039,audio_features,2YBN2v1sRizy1bQQFMlDEI,128232,4
131,The Carters,APESHIT,0E6PsO3ymCfUh7pJQjBgkj,,,,0.705,0.784,2,-6.477,1,0.271,0.0133,0,0.168,0.377,160.035,audio_features,0E6PsO3ymCfUh7pJQjBgkj,264853,4
132,"Slaughter Beach, Dog",Your Cat,0nKrDJLm94OpQElETtklsh,,True,,0.626,0.626,0,-6.352,1,0.0302,0.0128,0.491,0.169,0.697,139.964,audio_features,0nKrDJLm94OpQElETtklsh,198667,4
133,Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,,True,,0.651,0.724,7,-5.457,1,0.166,0.172,0,0.13,0.686,144.146,audio_features,1TMWcbxL5YF8rKsFHv5hAP,187040,4
134,Kanye West,Flashing Lights,31I3Rt1bPa2LrE74DdNizO,,True,True,0.639,0.628,6,-7.578,0,0.0399,0.0381,0,0.386,0.43,90.482,audio_features,31I3Rt1bPa2LrE74DdNizO,237507,4
135,Coco & Clair Clair,Bugs,0cnR7d3VZCgAIemWVvtHlO,,True,,0.794,0.543,11,-12.556,0,0.342,0.553,0,0.0557,0.677,148.11,audio_features,0cnR7d3VZCgAIemWVvtHlO,119256,4
136,Kanye West,Runaway,3DK6m7It6Pw857FcQftMds,True,True,True,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,audio_features,3DK6m7It6Pw857FcQftMds,547733,4
137,Kero Kero Bonito,Only Acting,4aIoxZWHySrA3BpnmeREXJ,,True,,0.677,0.723,7,-5.111,1,0.182,0.0572,0,0.268,0.474,124.01,audio_features,4aIoxZWHySrA3BpnmeREXJ,229855,4
138,My Chemical Romance,"Give 'Em Hell, Kid",0axF06XwNLobcx5z8BVtYw,,True,,0.252,0.993,4,-3.079,0,0.16,0.0234,0,0.228,0.118,183.773,audio_features,0axF06XwNLobcx5z8BVtYw,138840,4
139,Porter Robinson,Get Your Wish,1HjZDqiaUrq46GHhHXE4vG,,True,True,0.542,0.684,11,-5.844,1,0.0508,0.0997,0,0.125,0.442,95.004,audio_features,1HjZDqiaUrq46GHhHXE4vG,217880,4
140,Death Grips,Runway H (2),3jwj0MUCNJyoYVe7AYD0aQ,,True,,0.433,0.948,2,-3.495,1,0.281,0.0265,0.314,0.574,0.294,153.265,audio_features,3jwj0MUCNJyoYVe7AYD0aQ,226976,3
141,Rico Nasty,Cold,4Onanh2sbZQKTGH8KvWzxS,,True,,0.675,0.906,8,-4.687,1,0.732,0.231,0,0.101,0.782,76.34,audio_features,4Onanh2sbZQKTGH8KvWzxS,153667,4
142,Death Grips,Black Dice,08R0UATC6bzZst68bkuAXk,,True,,0.582,0.716,7,-4.712,1,0.263,0.00169,0,0.215,0.598,147.866,audio_features,08R0UATC6bzZst68bkuAXk,206960,4
143,Japanese Breakfast,Be Sweet,2X3J1zgsKEkTSYnjsUQlUZ,,True,,0.653,0.875,2,-5.815,0,0.0274,0.00976,1.03e-05,0.329,0.61,109.988,audio_features,2X3J1zgsKEkTSYnjsUQlUZ,195371,4
144,Kate NV,Kata,65Z94VSjcmkV8qFz4GoyFE,,True,,0.799,0.646,0,-9.124,1,0.0263,0.59,0.0142,0.101,0.746,104.989,audio_features,65Z94VSjcmkV8qFz4GoyFE,348571,4
145,Clairo,Sofia,7B3z0ySL9Rr0XvZEAjWZzM,True,True,,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,audio_features,7B3z0ySL9Rr0XvZEAjWZzM,188387,4
146,Tempalay,そなちね,4pRqrKiiCPrGKJ1AnG4jOU,,True,,0.462,0.721,0,-5.924,0,0.0374,0.4,0.00387,0.133,0.929,181.782,audio_features,4pRqrKiiCPrGKJ1AnG4jOU,324973,4
147,HOLYCHILD,Bathroom Bitch,5Q57Nxvba39Vgg0ncWzbAD,,True,,0.632,0.918,11,-3.851,0,0.0888,0.00986,0.0327,0.402,0.666,144.005,audio_features,5Q57Nxvba39Vgg0ncWzbAD,169984,4
148,Hook,Crashed My Car,1FcPNWGbtcBJ4Igg0uMKy9,,True,,0.647,0.721,10,-7.066,1,0.525,0.0809,0,0.0766,0.258,113.15,audio_features,1FcPNWGbtcBJ4Igg0uMKy9,144425,4
149,Flo Milli,May I,1GcXzijYzyfMq6wryZjYW5,,True,,0.896,0.78,1,-3.547,1,0.202,0.0828,0,0.0857,0.85,106.032,audio_features,1GcXzijYzyfMq6wryZjYW5,163019,4
150,SOPHIE,Nothing More to Say - Dub,7rGmOXB4xH2A5jEK0gKD3N,,True,,0.82,0.493,1,-8.087,1,0.0458,0.000612,0.873,0.0912,0.435,127.029,audio_features,7rGmOXB4xH2A5jEK0gKD3N,325307,4
151,Leikeli47,Girl Blunt,1lAGdqI4Wwa8G0XTP6VqHl,,True,,0.856,0.665,1,-4.618,1,0.189,0.0128,0.00508,0.0695,0.367,93.953,audio_features,1lAGdqI4Wwa8G0XTP6VqHl,205480,4
152,"Tyler, The Creator",Yonkers,1nwkSqzTyXBk6XF796EOav,True,True,,0.712,0.759,11,-5.397,1,0.334,0.0161,0.0808,0.217,0.738,79.102,audio_features,1nwkSqzTyXBk6XF796EOav,249333,4
153,K.I.D,I Cannot Sleep at Night,68CAOhFrKd8c41asvSvJDQ,,True,,0.724,0.819,3,-3.474,0,0.0372,0.089,0,0.0556,0.897,107.931,audio_features,68CAOhFrKd8c41asvSvJDQ,171387,4
154,Remi Wolf,Doctor,4qGURS4yKfZnQw495NGyAT,,True,,0.708,0.823,1,-4.676,0,0.214,0.068,0,0.304,0.805,81.03,audio_features,4qGURS4yKfZnQw495NGyAT,170460,4
155,Rico Nasty,IPHONE,4n21zISadDVx1FFJNfJ67J,,True,,0.636,0.799,2,-4.468,1,0.261,0.0736,0,0.115,0.39,148.228,audio_features,4n21zISadDVx1FFJNfJ67J,158664,4
